nickname,time,Post,Bag Of Words,Label
Elvander,Fri 24-Feb-17 20:27:44,"I started taking Sertraline for PND after the birth of my daughter - stayed on them for 6 months, felt better so stopped. This turned out to be a big mistake and 6 months later I was back on the ADs. I've taken them for over a year now and have felt ""well"" for a good 6 months so I decided it was time to stop again.I've been taking 50mg and since this is the lowest therapeutic dose, I was advised by my GP first time round just to stop taking them. I felt pretty miserable for a few weeks, so this time I've halved the dose, with the intention of stopping completely after a month or so. Felt fine for the first week after I reduced the dose, felt nauseous and exhausted for the second week, and now on the third week I'm really struggling. I'm alternating between feeling total RAGE, and feeling utterly overwhelmed and suffocated by my life. This is a million times worse than last time I came off ADs, and I haven't even stopped completely yet!I would be interested to hear other people's experiences of Sertraline withdrawal. I'm hoping that this is just a period of adjustment while my brain gets used to not having as much Sertraline, but part of me is terrified that I've actually turned into this awful, angry, ungrateful person and the drugs have just been masking it... I'm really struggling to cope with everything - it all just feels like too much. I'm not feeling suicidal or anything like that, but I am having random thoughts about running away from it all which I haven't had in a long, long time.Please give me hope that the old me is still in there and this will pass soon!"
colouringinagain,Sun 26-Feb-17 22:59:25,"Hi Neema and LEM so lovely to hear from you.I'm having a complete nightmare at the moment. My 'd'h had a v determined suicide attempt end 2014, and end 2016 a major major psychotic episode where I had to call 999 cos I was scared he'd hurt me. He came out of hosp last Thurs. Staying for a bit with his brother. We're separated. It's horrendous. My lovely dd is having intrusive suicidal thoughts and my lovely ds is very dad and very angry. I hate my oh now but have to spend time with him when this dcs see him, cos ds esp misses him loads. I think a lot of my mh probs have actually been down to living with a bipolar husband who when manic tells me I'm neurotic etc. Have v fond memories of the village. Been nice to spot you on other threads LEM and looking like you're doing lots better x.Sorry other posters don't mean to ignore, just v nice to connect with old friends at such an awful time."
Owlzes,Mon 20-Feb-17 11:04:09,"I know you guys aren't doctors, but I know there are some smart people here and people who have worked with psychiatric services and I’m trying to work out if something is normal.So, I’m diagnosed bipolar, and on medication (lamotrigine and aripiprazole) and have a history of hospitalization, but have been stable for the last 3-4 years. Used to be diagnosed as type one, now type two (because I’ve not had a manic episode in a number of years). I’m on medication and apparently stable. I’ve been going through some stuff lately (parents in law hitting end of life stage, work stress, wedding planning stress, money stress) and it’s felt like it’s getting to me so my fiancé kicked me into talking to my CPN today.I went in and explained that I’d not been sleeping properly lately, that since Thursday I’d been tearful most days, and that on Thursday and Sunday I’d been actively suicidal and making plans to die, including one day on which I acquired the method I was thinking of using (it was an inept plan, in retrospect, but that isn’t the point). I said I felt exhausted and drained and I just wanted to be dead so I could rest, and I felt so very alone. I also said I’d self-harmed for the first time in four years. I also showed her my mood tracker in my diary and how many days I was on a 1 or 2 (I track my moods from 1-10, with 1 being suicidal and 10 being ecstatic).She said “well, that’s normal. You’ve got a lot on. You should try more exercise” and “what’s the point of that mood tracker? How can you track your own moods? You won’t be objective” and pretty much sent me on my way, with this vague sense that I was being whingy and a bit melodramatic. She didn't make another appointment to see me either, so apparently I'm not seeing her again unless I chase, although I'm still seeing my pdoc every four months. I don’t know if maybe I was just coming across as stable (I was freshly showered, with make up and nice work clothes) or it was the very neatly set up bullet journal with stickers and notes, and maybe that does mean I’m OK – her normal line is that if I think I might be unwell, I’m not. But it feels a bit too me as if I’m caught in a catch 22, as either way (either I’m too mad to know I need help, or if I know I need help, I’m not mad enough to get it) I get no support.She’s done this before – in August I had a bit of a wobble where I decided that I was getting messages from Disney songs and just needed to run until I turned into sky – where she said if I could recognize those were odd thoughts then I wasn’t actually unwell – and I’m beginning to wonder if she thinks there is anything wrong with me. Which is OK, if there is nothing wrong with me, but surely none of this is totally normal? Or is it? Am I just being melodramatic?And if it’s not normal, who am I meant to talk to? What am I meant to do? Is there any kind of alternative support structure away from a CPN that isn’t ‘whinging to my friends’? Or should I just get on with it (not the suicide, the gluing myself back together)?Any advice very gratefully received."
StumblyMonkey,Mon 20-Feb-17 18:25:36,"Absolutely not normal.It may be that she's not used to dealing with people who have significant insight into their own condition?I also have bipolar and am able to explain my thoughts and can, if not immediately, relatively quickly spot my own hypomania.I would absolutely change psychiatrists. I would actually raise a complaint once I was well enough - telling someone having strong suicidal ideations that nothing is wrong is frankly dangerous. Do you have private healthcare through work or could you afford a private psych? It's the best thing I've ever done so would highly recommend it if you can (but realise many can't unfortunately)..."
Owlzes,Mon 20-Feb-17 23:24:51,"I called today and asked if I could make an appointment with my pdoc and was told his secretary was away until next week and when she gets back I can make an appointment for the next couple of months maybe. So I gave up and am now asking for an appointment with my GP. I have talked to a friend at work (ironically, I work for a MH charity, and my boss is an ex-psych nurse) and he said she was being useless and I should ask to change CPN but I'm trying to pluck up the courage to get that in motion. I just keep thinking that if I ask to change CPN I'll be told she was right and I'm wrong and there's nothing really wrong with me and I'll be stuck with her with her being even more exasperated with me.I went into work and my boss was lovely and told me to think about whether I needed some time off or to go down to part time hours while I'm unwell. I also slept for a few hours this evening and while I got up feeling slightly giddy, I'm OK. I'm not suicidal right now - just absolutely drained. I know that depression tends to manifest in a very physical way for me - like a weight on my chest or something. And everything feels really really hard. My fiance was lovely and says that he will come with me into the CMHT if I want to make a complaint as he feels quite strongly she's being useless and he's really annoyed about the mood diary comment as he feels it's been staggeringly useful for both of us to be able to follow how my brain is working. I think I'll try talking to the GP on Weds - if I get much worse before then there is A&E. It is just so fucking hard to manage the energy to do all this."
Iris65,Tue 21-Feb-17 14:40:51,"I am really sorry that you are going through this. I have a lot of experience both as MH services user and as a (MH) professional for a period.Apart from the actual diagnosis I am very similar to you - high functioning even when very unwell and often suicidal.It is frustrating when members of the team don't seem to take you seriously but... what are you hoping for?A couple of years ago my SI was taken seriously and I was admitted for a week to an acute psychiatric ward and then endured a month of day hospital. Afterwards I saw the crisis team regularly and realised that:1) Most of the team knew a lot less than me.2) Because the team changed so often there was little continuity3) The NHS could not provide what I wanted - which was long term, high quality psychotherapyand 4) The best person to manage my condition was.....me.Now I have a plan in place for those periods when I am actively suicidal which involves telling my DP how I feel, being nice to myself, spending time with friends even when I don't want to, staying physically active, chanting positive mantras and if that doesn't help I see a private counsellor for a few sessions. Costs about the same as a weekend away. I am lucky because I have met a really good therapist and I can afford it."
Owlzes,Tue 21-Feb-17 15:28:52,"My previous CPN was amazing. Realistically, I think I got a lot of extra attention then because I was fresh out of hospital when I came to her and at first the CMHT wouldn’t take me as I was considered high risk (I had delusions, intrusive thoughts and suicidal compulsions). So they put a lot of work into me.Whereas my new CPN met me when I moved cities, had been stable for a year, and hasn’t really seen me when I’ve been very unwell. Which I sort of logically know. But it’s still a bit sucky.I don’t know. Maybe I do need to just get on with it, in which case I wonder if I’m better off just ditching the CPN and pdoc entirely. Except my GP is twitchy about prescribing my antipsychotics without them and I think I’ll get ill again if I have no meds. Argh! Sorry! I know you’re being helpful. I’m just feeling awful and am fighting the urge to collapse in a nihilistic heap."
OurMiracle1106,Mon 27-Feb-17 22:05:07,"I suffer from epilepsy. Both absence and tonic clinic seizures. I have absences a few times a week, sometimes it's harmless-watching tele I miss a minute of a programme other times falling down stairs burning myself walking in a road. Apparently I'm safe to go out alone as the absences aren't frequent enough and ""whilst they can understand why I would prefer someone with me they doubt it could cause any anxiety"" despite having been hit by a car lucky to be alive as a result I wasn't awarded either when it was reassessed. On top of that they sent my letter to the wrong address and 3 months later I'm still waiting for my mandatory reconsideration. The assessor came to my home. Was early. Didn't take down all my medications. Wrongly documented my last seizures. Forgot to mention me being around strange men is very hard. (I work in an office of a children's centre there's 2 admins. Both female) due to past experiences. I can manage. Just without it. But I can no longer afford my counselling so it's a matter of time before I end up depressed and suicidal again."
clairethewitch70,Tue 28-Feb-17 20:27:45,"My mental health is plummeting quickly. I have BPD, depression and anxiety. Because of my physical deterioration my depression is suddenly becoming worse.Scared I will become suicidal again, I become impulsive and can go from not suicidal to very, quickly.I am spending more and more time in bed, and when working, I am present in body but not in mind. I am taking the day off tomorrow. We own our own business so I won't get sacked, but obviously work will build up.Several things have caused this flare up. A cold several weeks ago have impacted energy levels, then 3 weeks ago today I had day surgery on my spine. PIP forms have had to be completed (I was on lifetime award DLA), and I am stressed about that.My DH is very supportive, but I know he can only pick up so much slack from me. He has long term health issues too.Hand hold please."
winekeepsmesane,Tue 28-Feb-17 21:50:31,"Hi, sorry, I don't have any advice despite a similar situation, but I wonder what your triggers are? I can spiral within minutes but (luckily I guess) I'm very aware of my triggers and can usually relatively fix things. Do u think that u could fit in another gp appointment? Applying for pip is ridiculously difficult, have u got an advisor to help u? I obviously can't personally help but I really hope u find a way to counteract the suicidal thoughts. I'm well aware that the ONLY reason I've not ever (fully) acted on mine is because I've seen and felt the other side of it. If u ever need to talk to alleviate some symptoms feel free to pm or just talk on here x"
clairethewitch70,Tue 28-Feb-17 22:12:15,"My triggers are usually stress based, and also when my physical health deteriorates. Seeing GP next week, if I ring I can't usually get in with the same GP and don't get the level of support with other Dr's at the surgery.I sent the PIP forms off yesterday, took my over a week to fill in, provided lots of letters which my GP printed off for me, but I am still expecting to lose it. I am not actively suicidal but don't want to go there again. Last time I was taken off a motorway bridge by Police back to MH ward. Thank you wine & nolonger"
Bluefluff,Tue 28-Feb-17 22:16:36,"Hi Claire I have bpd too and know how difficult the extreme and sudden mood changes can be especially when these include suicidal thoughts. So another handhold from me. Have you done any DBT at all? It really helped me with impulsiveness, in particular practising mindfulness. Hope your feeling well soon "
GinAndSonic,Sat 18-Feb-17 21:35:08,"I beleive you. Im so sorry you didn't get the outcome you wanted and that things are so tough for you right now. I never reported my rapes, but I did have rape counselling and it was so helpful. I was referred to them by a domestic violence worker, could one of the professionals you are involved with do the referal rather than you having to self refer? It probably won't speed it up but it takes the pressure off of you needing to make the call. My local rape crisis centre has helpline evenings where you can call to just talk or you can email a dedicated address to just talk, it's not counselling but it's a volunteer listening service. Alternatively maybe samaritans? They have an email service too that I used when supporting a suicidal friend. "
isupposeitsverynice,Mon 20-Feb-17 16:17:47,"Ahh mate. Here, I'll tell you what's wrong with you - some fucking prick violated and traumatised you to a point where you can't have a nice walk up the road without freaking out. It's all on him. None of this is your fault. Just take it slow and steady - you can get through this and you will get through and you'll be even stronger and more amazing than you already are (true story, don't argue, you are great, I know things, me )I wonder about meds and that. I mean obviously for some people they clearly work and that's ace, but for people like you and me I wonder if they really do much? Cuz like, are we depressed as such? Or are we just completely justifiably fucked off and angry because of what's been done to us? Not the same is it, or maybe it is, I dunno. If they help you sleep you're getting some value out of them so that's something? By the way your bathroom plans sound ace, I love the sound of the colour scheme, very cheering. Have you got anything in mind for a treat with your saved up money? I er, accidentally bought some more notebooks while I was out for my (faintly useless) workshop. They've got this gorgeous floral pattern. I am drowning in notebooks tbh. Oh and some cinnamon incense, it smells just like that dentyne chewing gum they used to sell."
Itisnoteasybeingdifferent,Tue 28-Feb-17 22:04:42,"Does sound like you have borrowed my T shirt.. As anxious says, speak to your GP and you will need a referral to a specialist. Then the big question you will have to face is, ""do I want to take the meds?""From personal experience it is not an easy choice to make. Depending on which meds you will be affected to some degree. If they don't do something there is no point in taking them. They may help you manage your emotional excess. But the price is loss of genuine emotion and feeling alive (and depressed). FWIW, I choose to take my meds because I have learned that life is easier whilst medicated than it is when I am blowing over hot and rushing about trying to avoid depression,"
Scribblegirl,Wed 22-Feb-17 18:25:29,"Any other sufferers out there?Sometimes mine is under control and sometimes it's insane. My anxiety is on a flare at the moment and my hands, lips and mouth look appalling from picking and biting at them. I also have a section on my nose I can't stop with, pretty sure my colleagues think I'm a compulsive bogey picker...I really struggle to think of it as a mental health thing. I've had various informal diagnoses between anxiety and OCD in the past (although the best fit for my symptoms I've personally found is borderline) but nothing's stuck and I've usually managed to flit between services without getting sorted. I have moments of proper despair but by the time an appointment for anything comes around I'm coping a bit better and cancel, or feel like a fraud for sitting through the appointment, probably getting labelled a time waster  Despite (or perhaps because of) a couple of suicide attempts in my teens and self harm issues (although I've not cut in a few years and now just scratch myself) I can't see compulsive picking as a 'problem' in the same way. Family and friends just think of it as an irritating habit. When DP and I first met he used to bat my hands away when I started to pick until I told him how patronising I find it. Now he just reminds me to stop - as he knows sometimes it's something I'm doing subconsciously - but that's easier said than done.It's weird, I'm actually feeling on a decent keel at this very second but but I can't stop ripping at my skin. Sigh."
sadandanxious,Mon 27-Feb-17 13:53:24,"I have BPD and the laziness and not parenting really don't sound like typical symptoms of BPD. Either he's slipped back into depression massively or he's using it as an excuse. Honestly I find parenting exhausting when I'm depressed but no matter how shit I feel I would always make sure my DSD is fed, teeth brushed, story read before bed etc. Mind you maybe he is just finding it too much, everyone responds differently. Regardless of his reasons is sounds awful for you! Have you thought about or suggested couples counselling?"
happyfrown,Mon 27-Feb-17 20:40:02,"I am the flip side of your post. I have BPD and ended a long relationship with dp because of it. he was told about my mental health when we met and honestly supported me through thick and thin. but I couldn't stand the guilt of him having to put up with me, im hard to live with to the point I refused him to live with me for the years we were together. your H maybe depressed but even people with bpd / depression still manage to do basic parenting as hard and draining it maybe. are you sure its completely his illness and not part taking the advantage of you?no one can tell you to leave or stay as they are not the ones dealing with the outcome. you have to decide whats best for everyone, if your worried about how your H will care for the dc if you leave is there not a way of seeing through contact centre due to your concern for their safety with his mental health state?"
TerrorTwilight,Mon 27-Feb-17 12:11:26,"Hi everyone. I'm a man. Sorry about that. I hope you don't mind me posting here.I've just returned from a 4 week absence from work. I'm a teacher (a deputy head, actually). Been back a week. Half my issue is I seem to other people to be coping most of the time, but what's under the surface is this boiling terror. I nearly wigged out completely at work this morning and a kind colleague very kindly managed to talk me down again. But nobody else really sees that, and I feel like it makes me seem like a fake. Background: I had a really serious anxiety attack in my previous job back in July. I took a week off work but went back before I was really ready, and feel like I've never properly healed. I have a history of depression; the anxiety is new (or at least newly acknowledged: I think it's always been there).Anyway. My brain tells me I'm not good enough, that I'll be found out, that everyone thinks I'm shit, that I'm letting everyone down. (It doesn't help that my marriage is seriously on the ropes.) When I feel like this I often think everyone would be better off without me around. I wouldn't class this as suicidal, as I don't seriously consider doing anything about it: much too scared to actually hurt myself. But if I were to, like, evaporate painlessly I feel like most of the people in my life would be better off. The only thing that gives me pause is my wonderful daughters, and that stops me from taking that thought anywhere past the initial impulse reaction to my uselessness. I'm a good daddy. I actually do know that. It's the only thing I know.I'm medicated (20mg Citalopram) and having weekly therapy. I do feel better than 4 weeks ago: the flat featureless depression I had (which wasn't the depth of black despair I've experienced in the past) has mostly lifted. But I am very anxious about work, because I loathe it. With a passion.And half of what's scaring me is that I seem to be stuck with one or the other: marriage or work. If my marriage fails, I have to stay in my job to be able to financially support my babies. If I end up having to quit my job, I won't be able to support myself, much less them. It feels like Catch 22. Does it get better? I can't feel like this any more. It's killing me."
W8woman,Mon 27-Feb-17 21:31:41,"Saved my life. I had ADs and every kind of therapy going, privately and on the NHS, and was agoraphobic and suicidal. EMDR gave me the strength to re-build my business in the wake of the recession and start and endure IVF and PND.I was the victim of an armed robbery and attempted rape a week after a bereavement. My assailants have never been caught. I have crystal clear recall, no flashbacks and only a few flash-forwards. I still occasionally suffer OCD anxiety (untouched by the EMDR) but have had that since I was a kid and now think it's just my personality type."
humanfemale,Mon 27-Feb-17 09:44:00,"I think I'm realising that I have slipped from managing to just not any more. Gave up drinking a few months ago for mental health and was prepared for a period of adjustment but think I am just very depressed and need to be on medication for a while.I'm really hoping for some advice on medication. Have triedProzac - made me anxious and insomniaSertaline (sp) - sameCitalopram - made my blood pressure too low and kept faintingMirtazapene - worked brilliantly except weight gain which was unmanageable as I'm someone with an eating disorder Trazodone - made me feel dead inside I can't believe I'm back here again, having to make an appointment to sit across from a busy GP in tears and having them prescribe me the next 'line' of AD and the horrible weeks of adjusting, discovering they are not helping, and weaning back off. Does anyone have any knowledge about maybe some med I could research? I am anxious, been having panic attacks, feel detached and unable to cope, losing confidence, just want to be alone."
alwaysthepessimist,Mon 27-Feb-17 14:28:54,"  I didn't want to read & run, could it be that the setraline just isn't working for you? Could you suggest you try something different? Also when I was depressed and felt very low one of the things my counsellor got me to do (eventually) was to find something that relaxed me, something which took my mind to a different place, mine turned out to be playing 2 games on my tablet - Hay Day & Township - I still play them now - they engross me, when I play them the world seems to switch off around me. I do also enjoy doing the adult colouring but it doesn't relax me as much. Good luck - I hope you get the right answers soon"
Blackbird82,Sun 26-Feb-17 23:35:01," Yep I turn into a depressed, angry, unreasonable, intolerant old boot for about a week to 10 days before my period. As soon as I come on, I'm a different person. It is a constant rollercoasters of emotions. I am trying very hard to keep an eye on how I feel throughout the month and keep a diary to chart my emotions and feelings"
happyfrown,Sun 26-Feb-17 19:34:08,"ive always had mental health issues, I go between hyped up phases, where I make things (projects) buy animals or go extreme on keep fit. then depressed to the point of self harm and not moving all day unless cooking for kids etc.ive made many nice furniture items and my understairs cupboard is full of wood, diy stuff and things ive kept for future projects. my eldest DS is needing a computer table and usually I would build something, the thought didn't excite me like it used to. cupboard has got messy due to not being myself so had to take everything out to check what wood I have to use. I came across things id saved for future projects and most of the wood had bowed and twisted from standing up.I felt overwhelmed with all this mess and stuff I don't have the mental energy for. where as before it was like gold dust, like my treasure! I looked at it all and didn't know how to feel? I actually got quite emotional and wanted to run out the door and leave all I have behind.  last summer I had a melt down (of many) and hadn't touched a tool until last week, yet what I made was done on numb brain cells, i cant get back into anything? even tho I don't have much interest in things and used to hate my extreme phases of 12hr d.i.y ing I feel ive lost the last thing that makes me? I don't think im making much sense, but I feel like im not here anymore like there is nothing to me. don't really know why im writing I guess im self pitying, I used to dance, smile. I used to care .... even with this illness. now there is nothing."
Jayfee,Sat 25-Feb-17 19:16:36,"I am no expert. However, I know that one symptom is feeling that people want to hurt you. I find it hard to believe there is a suicide is your own choice list. Why don't you call Samaritans for advice. You don't have to be suicidal to call them. It might help. You will be doing something to try and help yourself. Good luck."
PooBrain,Fri 24-Feb-17 21:44:30," This isn't a suicidal letter by the way, a genuine request for any information on mental illness/suicide in families for children, if and when. I'm not about to go finish myself now. I'm off to bed with a cup of tea."
PooBrain,Fri 24-Feb-17 22:20:51,"Oh and how self absorbed was I when I thought that the ancient historical power from ancient emperors was emanating from me and so I had to get away from my children because I was going to lead to the American secret service thinking we were a threat to global domination.I could have just chosen to not demand a brain scan from my doctors to prove that I wasn't human. Because mental illness is not like physical illness because it is a rational choice to ruin your (wonderful, stable, married and affluent) life with terror, despair and misery. How self absorbed of me."
PooBrain,Sat 25-Feb-17 00:43:42,"Thank you. Just feeling upset now I've taken the diazepam and the adrenaline is going away.I feel like a total idiot shithead, which makes me suicidal, which leads to the nastiness above, which makes me feel worse...Fed up. I have a wonderful life, the only thing wrong with it is me."
NolongerAnxiousCarer,Sat 25-Feb-17 17:46:52,"Huge hugs to you OP, I've been stunned by the level of ignorance shown in some posts. It sounds like you have a really good support network and I hope they can sort your meds so that you can have some stability again soon. When my DH is poorly he is sometimes suicidal, I used to worry about this a lot, but I think now I have come to a point where I accept that it is a possibility and I know that I do everything that I can to support him, therefore if it happens it won't be my fault. I hope it never comes to it, and I know if it did I would be devistated, as I would be by any other cause. I think for me that the thing that has helped the most is seeing his illness as a seperate entity from him. I can get angry at or upset with the illness, not with him. Maybe this would help the kids to cope with their feelings, whenever your illness causes upset to the family (this could be anything from Mummy saying strange things, or Mummy having to go to hospital not limited to the extreme of suicide)I agree with differents analagy of the heart attack. You can know that someone has a heart condition, you can learn first aid and how to handle an emergency. But nothing can prepare you for a fatal heart attack. It is different from terminal cancer where the course of the disease is more predictable and the end inevitable. I think talking to the kids about suicide would just scare them, and not prepare them. I think the best thing you can do is to help them to grow into emotionally strong and confident people. To help them understand that your illness is not you and it is ok to be angry with the illness or upset about it. Let them know its okay to talk about it too and how they feel about it. Help them understand in an age appropriate way, such as Mummy sometimes has nightmares when she is awake, which can make her do strange things.And just keep letting your kids know you love them. I hope you get some stability soon."
